launch_date,year,decade,mission_success,rocket_family_grouped,launch_site_grouped,country_grouped,payload_capacity_kg,payload_capacity_known,vehicle_prior_flights,vehicle_prior_success_rate,site_prior_flights,site_prior_success_rate,country_prior_flights,country_prior_success_rate,vehicle_age_days,weather_available,wind_speed_max_kmh,temp_max_c,precipitation_mm
1959-04-13 21:18:00,1959.0,1950.0,1,Thor-DM18 Agena-A,SLC-1W (75-3-4),USA,10750,False,1,0.0,1,0.0,20,0.3,43,False,,,
1959-04-14 02:49:00,1959.0,1950.0,0,Vanguard,LC-18A,USA,10750,False,8,0.25,8,0.25,21,0.3333333333333333,493,False,,,
1959-06-03 20:09:00,1959.0,1950.0,0,Thor-DM18 Agena-A,SLC-1W (75-3-4),USA,10750,False,2,0.5,2,0.5,22,0.3181818181818182,94,False,,,
1959-06-18 08:08:00,1959.0,1950.0,0,Vostok,Site 1/5,Kazakhstan,4730,True,4,0.0,8,0.375,8,0.375,268,True,32.9,36.5,0.0
1959-06-22 20:16:00,1959.0,1950.0,0,Vanguard,LC-18A,USA,10750,False,9,0.2222222222222222,9,0.2222222222222222,23,0.30434782608695654,563,False,,,
1959-06-25 22:47:00,1959.0,1950.0,0,Thor-DM18 Agena-A,SLC-1E (75-3-5),USA,10750,False,3,0.3333333333333333,0,0.9037636969985707,24,0.2916666666666667,117,False,,,
1959-08-07 14:24:00,1959.0,1950.0,1,other,SLC-17A,USA,10750,False,0,0.9037636969985707,3,0.0,25,0.28,0,False,,,
1959-08-13 19:00:00,1959.0,1950.0,1,Thor-DM18 Agena-A,SLC-1W (75-3-4),USA,10750,False,4,0.25,3,0.3333333333333333,26,0.3076923076923077,165,False,,,
1959-08-19 19:24:00,1959.0,1950.0,1,Thor-DM18 Agena-A,SLC-1E (75-3-5),USA,10750,False,5,0.4,1,0.0,27,0.3333333333333333,171,False,,,
1959-09-09 08:19:00,1959.0,1950.0,0,Atlas-D Mercury,LC-14,USA,10750,False,0,0.9037636969985707,0,0.9037636969985707,28,0.35714285714285715,0,False,,,
1959-09-12 06:39:00,1959.0,1950.0,1,Vostok,Site 1/5,Kazakhstan,4730,True,5,0.0,9,0.3333333333333333,9,0.3333333333333333,353,True,18.0,27.2,0.0
1959-09-17 14:34:00,1959.0,1950.0,0,other,SLC-17A,USA,10750,False,0,0.9037636969985707,4,0.25,29,0.3448275862068966,0,False,,,
1959-09-18 05:20:00,1959.0,1950.0,0,Vanguard,LC-18A,USA,10750,False,10,0.2,10,0.2,30,0.3333333333333333,650,False,,,
1959-10-04 00:43:00,1959.0,1950.0,1,Vostok,Site 1/5,Kazakhstan,4730,True,6,0.16666666666666666,10,0.4,10,0.4,375,True,29.1,14.4,0.0
1959-11-07 20:28:00,1959.0,1950.0,1,Thor-DM18 Agena-A,SLC-1W (75-3-4),USA,10750,False,6,0.5,4,0.5,31,0.3225806451612903,251,False,,,
1959-11-20 19:25:00,1959.0,1950.0,0,Thor-DM18 Agena-A,SLC-1E (75-3-5),USA,10750,False,7,0.5714285714285714,2,0.5,32,0.34375,264,False,,,
1959-11-26 07:26:00,1959.0,1950.0,0,other,LC-14,USA,10750,False,0,0.9037636969985707,1,0.0,33,0.3333333333333333,0,False,,,
1960-02-04 18:51:00,1960.0,1960.0,0,Thor-DM18 Agena-A,SLC-1W (75-3-4),USA,10750,False,8,0.5,5,0.6,34,0.3235294117647059,340,False,,,
1960-02-19 20:15:00,1960.0,1960.0,0,Thor-DM18 Agena-A,SLC-1E (75-3-5),USA,10750,False,9,0.4444444444444444,3,0.3333333333333333,35,0.3142857142857143,355,False,,,
1960-02-26 17:25:00,1960.0,1960.0,0,other,LC-14,USA,10750,False,0,0.9037636969985707,2,0.0,36,0.3055555555555556,0,False,,,
1960-03-11 13:00:00,1960.0,1960.0,1,other,SLC-17A,USA,10750,False,0,0.9037636969985707,5,0.2,37,0.2972972972972973,0,False,,,
1960-04-01 11:40:00,1960.0,1960.0,1,other,SLC-17A,USA,10750,False,1,0.0,6,0.3333333333333333,38,0.3157894736842105,196,False,,,
1960-04-13 12:02:00,1960.0,1960.0,1,Thor-DM21 Ablestar,SLC-17B,USA,10750,False,0,0.9037636969985707,0,0.9037636969985707,39,0.3333333333333333,0,False,,,
1960-04-15 15:06:00,1960.0,1960.0,0,Vostok,Site 1/5,Kazakhstan,4730,True,7,0.2857142857142857,11,0.45454545454545453,11,0.45454545454545453,570,True,26.8,17.2,0.0
1960-04-15 20:30:00,1960.0,1960.0,1,Thor-DM18 Agena-A,SLC-1E (75-3-5),USA,10750,False,10,0.4,4,0.25,40,0.35,411,False,,,
1960-05-13 09:16:00,1960.0,1960.0,0,Thor DM-19 Delta,SLC-17A,USA,10750,False,0,0.9037636969985707,7,0.42857142857142855,41,0.36585365853658536,0,False,,,
1960-05-15 00:00:00,1960.0,1960.0,1,Vostok,Site 1/5,Kazakhstan,4730,True,8,0.25,12,0.4166666666666667,12,0.4166666666666667,599,True,29.2,23.6,0.0
1960-05-24 17:36:00,1960.0,1960.0,1,other,LC-14,USA,10750,False,1,0.0,3,0.0,42,0.35714285714285715,88,False,,,
1960-06-22 05:54:00,1960.0,1960.0,1,Thor-DM21 Ablestar,SLC-17B,USA,10750,False,1,1.0,1,1.0,43,0.37209302325581395,69,False,,,
1960-06-29 22:00:00,1960.0,1960.0,0,Thor-DM18 Agena-A,SLC-1W (75-3-4),USA,10750,False,11,0.45454545454545453,6,0.5,44,0.38636363636363635,487,False,,,
1960-07-28 09:31:00,1960.0,1960.0,0,Vostok,Site 1/5,Kazakhstan,4730,True,9,0.3333333333333333,13,0.46153846153846156,13,0.46153846153846156,674,True,26.9,31.6,0.0
1960-07-29 13:13:00,1960.0,1960.0,0,Atlas-D Mercury,LC-14,USA,10750,False,1,0.0,4,0.25,45,0.37777777777777777,324,False,,,
1960-08-10 20:37:00,1960.0,1960.0,1,Thor-DM18 Agena-A,SLC-1E (75-3-5),USA,10750,False,12,0.4166666666666667,5,0.4,46,0.3695652173913043,528,False,,,
1960-08-12 09:39:00,1960.0,1960.0,1,Thor DM-19 Delta,SLC-17A,USA,10750,False,1,0.0,8,0.375,47,0.3829787234042553,91,False,,,
1960-08-18 19:57:00,1960.0,1960.0,1,Thor-DM18 Agena-A,SLC-1W (75-3-4),USA,10750,False,13,0.46153846153846156,7,0.42857142857142855,48,0.3958333333333333,536,False,,,
1960-08-18 19:58:00,1960.0,1960.0,0,Thor-DM21 Ablestar,SLC-17B,USA,10750,False,2,1.0,2,1.0,49,0.40816326530612246,127,False,,,
1960-08-19 08:44:00,1960.0,1960.0,1,Vostok,Site 1/5,Kazakhstan,4730,True,10,0.3,14,0.42857142857142855,14,0.42857142857142855,696,True,17.6,34.2,0.0
1960-09-13 22:14:00,1960.0,1960.0,1,Thor-DM18 Agena-A,SLC-1E (75-3-5),USA,10750,False,14,0.5,6,0.5,50,0.4,563,False,,,
1960-09-25 15:13:00,1960.0,1960.0,0,other,LC-12,USA,10750,False,1,0.0,0,0.9037636969985707,51,0.4117647058823529,304,False,,,
1960-10-04 17:50:00,1960.0,1960.0,1,Thor-DM21 Ablestar,SLC-17B,USA,10750,False,3,0.6666666666666666,3,0.6666666666666666,52,0.40384615384615385,174,False,,,
1960-10-10 14:27:00,1960.0,1960.0,0,Molniya,Site 1/5,Kazakhstan,1600,True,0,0.9037636969985707,15,0.4666666666666667,15,0.4666666666666667,0,True,23.5,12.5,0.0
1960-10-11 20:33:00,1960.0,1960.0,0,other,SLC-3W,USA,10750,False,2,0.5,0,0.9037636969985707,53,0.41509433962264153,228,False,,,
1960-10-14 13:51:00,1960.0,1960.0,0,Molniya,Site 1/5,Kazakhstan,1600,True,1,0.0,16,0.4375,16,0.4375,3,True,26.8,17.3,0.0
1960-10-26 20:26:00,1960.0,1960.0,0,Thor DM-21 Agena-B,SLC-1W (75-3-4),USA,10750,False,0,0.9037636969985707,8,0.5,54,0.4074074074074074,0,False,,,
1960-11-12 20:43:00,1960.0,1960.0,1,Thor DM-21 Agena-B,SLC-1E (75-3-5),USA,10750,False,1,0.0,7,0.5714285714285714,55,0.4,17,False,,,
1960-11-21 14:00:00,1960.0,1960.0,0,other,LC-5,USA,10750,False,0,0.9037636969985707,5,0.4,56,0.4107142857142857,0,False,,,
1960-11-23 11:13:00,1960.0,1960.0,1,Thor DM-19 Delta,SLC-17A,USA,10750,False,2,0.5,9,0.4444444444444444,57,0.40350877192982454,194,False,,,
1960-11-30 19:50:00,1960.0,1960.0,0,Thor-DM21 Ablestar,SLC-17B,USA,10750,False,4,0.75,4,0.75,58,0.41379310344827586,231,False,,,
1960-12-01 07:30:00,1960.0,1960.0,1,Vostok,Site 1/5,Kazakhstan,4730,True,11,0.36363636363636365,17,0.4117647058823529,17,0.4117647058823529,799,True,19.7,1.0,0.0
1960-12-04 21:14:00,1960.0,1960.0,0,other,other,USA,10750,False,0,0.9037636969985707,0,0.9037636969985707,59,0.4067796610169492,0,False,,,
1960-12-07 20:20:00,1960.0,1960.0,1,Thor DM-21 Agena-B,SLC-1W (75-3-4),USA,10750,False,2,0.5,9,0.4444444444444444,60,0.4,41,False,,,
1960-12-15 09:10:00,1960.0,1960.0,0,other,LC-12,USA,10750,False,2,0.0,1,0.0,61,0.4098360655737705,385,False,,,
1960-12-19 16:15:00,1960.0,1960.0,1,other,LC-5,USA,10750,False,1,0.0,6,0.3333333333333333,62,0.4032258064516129,28,False,,,
1960-12-20 20:32:00,1960.0,1960.0,1,Thor DM-21 Agena-B,SLC-1E (75-3-5),USA,10750,False,3,0.6666666666666666,8,0.625,63,0.4126984126984127,55,False,,,
1960-12-22 07:45:00,1960.0,1960.0,0,Vostok,Site 1/5,Kazakhstan,4730,True,12,0.4166666666666667,18,0.4444444444444444,18,0.4444444444444444,821,True,20.4,-1.6,0.0
1961-01-31 16:55:00,1961.0,1960.0,1,other,LC-5,USA,10750,False,2,0.5,7,0.42857142857142855,64,0.421875,71,False,,,
1961-01-31 20:21:00,1961.0,1960.0,1,other,SLC-3W,USA,10750,False,3,0.3333333333333333,1,0.0,65,0.4307692307692308,340,False,,,
1961-02-04 01:18:00,1961.0,1960.0,0,Molniya,Site 1/5,Kazakhstan,1600,True,2,0.0,19,0.42105263157894735,19,0.42105263157894735,116,True,18.8,-1.4,0.0
1961-02-12 00:34:00,1961.0,1960.0,1,Molniya,Site 1/5,Kazakhstan,1600,True,3,0.0,20,0.4,20,0.4,124,True,18.9,0.1,0.0
1961-02-16 13:05:00,1961.0,1960.0,1,other,other,USA,10750,False,1,0.0,1,0.0,66,0.4393939393939394,73,False,,,
1961-02-17 20:25:00,1961.0,1960.0,1,Thor DM-21 Agena-B,SLC-1W (75-3-4),USA,10750,False,4,0.75,10,0.5,67,0.44776119402985076,113,False,,,
1961-02-18 22:58:00,1961.0,1960.0,1,Thor DM-21 Agena-B,SLC-1E (75-3-5),USA,10750,False,5,0.8,9,0.6666666666666666,68,0.45588235294117646,115,False,,,
1961-02-21 14:12:00,1961.0,1960.0,1,Atlas-D Mercury,LC-14,USA,10750,False,2,0.0,5,0.2,69,0.463768115942029,531,False,,,
1961-02-22 03:45:00,1961.0,1960.0,1,Thor-DM21 Ablestar,SLC-17B,USA,10750,False,5,0.6,5,0.6,70,0.4714285714285714,314,False,,,
1961-03-09 06:29:00,1961.0,1960.0,1,Vostok,Site 1/5,Kazakhstan,4730,True,13,0.38461538461538464,21,0.42857142857142855,21,0.42857142857142855,897,True,24.0,6.8,0.1
1961-03-24 17:30:00,1961.0,1960.0,1,other,LC-5,USA,10750,False,3,0.6666666666666666,8,0.5,71,0.4788732394366197,123,False,,,
1961-03-25 05:54:00,1961.0,1960.0,1,Vostok,Site 1/5,Kazakhstan,4730,True,14,0.42857142857142855,22,0.45454545454545453,22,0.45454545454545453,913,True,22.9,16.4,0.0
1961-03-25 15:17:00,1961.0,1960.0,1,Thor DM-19 Delta,SLC-17A,USA,10750,False,3,0.6666666666666666,10,0.5,72,0.4861111111111111,316,False,,,
1961-03-30 20:34:00,1961.0,1960.0,0,Thor DM-21 Agena-B,SLC-1W (75-3-4),USA,10750,False,6,0.8333333333333334,11,0.5454545454545454,73,0.4931506849315068,155,False,,,
1961-04-08 19:21:00,1961.0,1960.0,1,Thor DM-21 Agena-B,SLC-1E (75-3-5),USA,10750,False,7,0.7142857142857143,10,0.7,74,0.4864864864864865,163,False,,,
1961-04-12 06:07:00,1961.0,1960.0,1,Vostok,Site 1/5,Kazakhstan,4730,True,15,0.4666666666666667,23,0.4782608695652174,23,0.4782608695652174,931,True,20.2,17.6,0.0
1961-04-25 16:15:00,1961.0,1960.0,0,Atlas-D Mercury,LC-14,USA,10750,False,3,0.3333333333333333,6,0.3333333333333333,75,0.49333333333333335,594,False,,,
1961-05-05 14:34:00,1961.0,1960.0,1,other,LC-5,USA,10750,False,4,0.75,9,0.5555555555555556,76,0.4868421052631579,165,False,,,
1961-06-08 21:16:00,1961.0,1960.0,0,Thor DM-21 Agena-B,SLC-1W (75-3-4),USA,10750,False,8,0.75,12,0.5,77,0.4935064935064935,225,False,,,
1961-06-16 23:02:00,1961.0,1960.0,1,Thor DM-21 Agena-B,SLC-2E (75-1-1),USA,10750,False,9,0.6666666666666666,0,0.9037636969985707,78,0.48717948717948717,233,False,,,
1961-06-29 04:22:00,1961.0,1960.0,1,Thor-DM21 Ablestar,SLC-17B,USA,10750,False,6,0.6666666666666666,6,0.6666666666666666,79,0.4936708860759494,441,False,,,
1961-06-30 17:09:00,1961.0,1960.0,0,other,other,USA,10750,False,2,0.5,2,0.5,80,0.5,207,False,,,
1961-07-07 23:29:00,1961.0,1960.0,1,Thor DM-21 Agena-B,SLC-1E (75-3-5),USA,10750,False,10,0.7,11,0.7272727272727273,81,0.49382716049382713,254,False,,,
1961-07-12 10:25:00,1961.0,1960.0,1,Thor DM-19 Delta,SLC-17A,USA,10750,False,4,0.75,11,0.5454545454545454,82,0.5,425,False,,,
1961-07-12 15:11:00,1961.0,1960.0,1,Atlas-LV3 Agena-B,SLC-3E,USA,10750,False,0,0.9037636969985707,0,0.9037636969985707,83,0.5060240963855421,0,False,,,
1961-07-21 12:36:00,1961.0,1960.0,1,other,LC-5,USA,10750,False,5,0.8,10,0.6,84,0.5119047619047619,241,False,,,
1961-07-21 22:35:00,1961.0,1960.0,0,Thor DM-21 Agena-B,SLC-1W (75-3-4),USA,10750,False,11,0.7272727272727273,13,0.46153846153846156,85,0.5176470588235295,268,False,,,
1961-08-04 00:01:00,1961.0,1960.0,0,Thor DM-21 Agena-B,SLC-2E (75-1-1),USA,10750,False,12,0.6666666666666666,1,1.0,86,0.5116279069767442,281,False,,,
1961-08-06 06:00:00,1961.0,1960.0,1,Vostok,Site 1/5,Kazakhstan,4730,True,16,0.5,24,0.5,24,0.5,1047,True,18.9,34.6,0.0
1961-08-16 03:21:00,1961.0,1960.0,1,Thor DM-19 Delta,SLC-17A,USA,10750,False,5,0.8,12,0.5833333333333334,87,0.5057471264367817,459,False,,,
1961-08-23 10:04:00,1961.0,1960.0,0,Atlas-LV3 Agena-B,LC-12,USA,10750,False,1,1.0,2,0.0,88,0.5113636363636364,41,False,,,
1961-08-25 18:29:00,1961.0,1960.0,0,other,other,USA,10750,False,3,0.3333333333333333,3,0.3333333333333333,89,0.5056179775280899,263,False,,,
1961-08-30 20:00:00,1961.0,1960.0,1,Thor DM-21 Agena-B,SLC-1W (75-3-4),USA,10750,False,13,0.6153846153846154,14,0.42857142857142855,90,0.5,307,False,,,
1961-09-09 19:28:00,1961.0,1960.0,0,Atlas-LV3 Agena-B,SLC-3W,USA,10750,False,2,0.5,2,0.5,91,0.5054945054945055,59,False,,,
1961-09-12 19:59:00,1961.0,1960.0,1,Thor DM-21 Agena-B,SLC-1E (75-3-5),USA,10750,False,14,0.6428571428571429,12,0.75,92,0.5,320,False,,,
1961-09-13 14:04:00,1961.0,1960.0,1,Atlas-D Mercury,LC-14,USA,10750,False,4,0.25,7,0.2857142857142857,93,0.5053763440860215,735,False,,,
1961-09-17 21:00:00,1961.0,1960.0,1,Thor DM-21 Agena-B,SLC-2E (75-1-1),USA,10750,False,15,0.6666666666666666,2,0.5,94,0.5106382978723404,326,False,,,
1961-10-13 19:22:00,1961.0,1960.0,1,Thor DM-21 Agena-B,SLC-1W (75-3-4),USA,10750,False,16,0.6875,15,0.4666666666666667,95,0.5157894736842106,351,False,,,
1961-10-21 13:53:00,1961.0,1960.0,0,Atlas-LV3 Agena-B,SLC-3E,USA,10750,False,3,0.3333333333333333,1,1.0,96,0.5208333333333334,100,False,,,
1961-10-23 19:23:00,1961.0,1960.0,0,Thor DM-21 Agena-B,SLC-1E (75-3-5),USA,10750,False,17,0.7058823529411765,13,0.7692307692307693,97,0.5154639175257731,361,False,,,
1961-10-27 16:30:00,1961.0,1960.0,0,Cosmos-2I (63S1),Mayak-2,Russia,1400,True,0,0.9037636969985707,0,0.9037636969985707,0,0.9037636969985707,0,False,,,
1961-11-01 15:32:00,1961.0,1960.0,0,other,other,USA,10750,False,0,0.9037636969985707,0,0.9037636969985707,98,0.5102040816326531,0,False,,,
1961-11-05 20:00:00,1961.0,1960.0,0,Thor DM-21 Agena-B,SLC-2E (75-1-1),USA,10750,False,18,0.6666666666666666,3,0.6666666666666666,99,0.5050505050505051,374,False,,,
1961-11-15 21:23:00,1961.0,1960.0,1,Thor DM-21 Agena-B,SLC-1W (75-3-4),USA,10750,False,19,0.631578947368421,16,0.5,100,0.5,385,False,,,
1961-11-15 22:26:00,1961.0,1960.0,1,Thor-DM21 Ablestar,SLC-17B,USA,10750,False,7,0.7142857142857143,7,0.7142857142857143,101,0.504950495049505,581,False,,,
1961-11-18 08:12:00,1961.0,1960.0,0,Atlas-LV3 Agena-B,LC-12,USA,10750,False,4,0.25,3,0.0,102,0.5098039215686274,128,False,,,
1961-11-22 20:45:00,1961.0,1960.0,0,Atlas-LV3 Agena-B,SLC-3W,USA,10750,False,5,0.2,3,0.3333333333333333,103,0.5048543689320388,133,False,,,
1961-11-29 15:08:00,1961.0,1960.0,1,Atlas-D Mercury,LC-14,USA,10750,False,5,0.4,8,0.375,104,0.5,812,False,,,
1961-12-11 09:39:00,1961.0,1960.0,0,Vostok,Site 1/5,Kazakhstan,4730,True,17,0.5294117647058824,25,0.52,25,0.52,1175,True,14.8,-0.6,0.0
1961-12-12 20:40:00,1961.0,1960.0,1,Thor DM-21 Agena-B,SLC-1W (75-3-4),USA,10750,False,20,0.65,17,0.5294117647058824,105,0.5047619047619047,412,False,,,
1961-12-21 12:30:00,1961.0,1960.0,0,Cosmos-2I (63S1),Mayak-2,Russia,1400,True,1,0.0,1,0.0,1,0.0,54,False,,,
1961-12-22 19:12:00,1961.0,1960.0,0,Atlas-LV3 Agena-B,SLC-3E,USA,10750,False,6,0.16666666666666666,2,0.5,106,0.5094339622641509,163,False,,,
1962-01-13 21:41:00,1962.0,1960.0,0,Thor DM-21 Agena-B,SLC-1W (75-3-4),USA,10750,False,21,0.6666666666666666,18,0.5555555555555556,107,0.5046728971962616,444,False,,,
1962-01-24 09:30:00,1962.0,1960.0,0,Thor-DM21 Ablestar,SLC-17B,USA,10750,False,8,0.75,8,0.75,108,0.5,650,False,,,
1962-01-26 20:30:00,1962.0,1960.0,0,Atlas-LV3 Agena-B,LC-12,USA,10750,False,7,0.14285714285714285,4,0.0,109,0.4954128440366973,198,False,,,
1962-02-08 12:43:00,1962.0,1960.0,1,Thor DM-19 Delta,SLC-17A,USA,10750,False,6,0.8333333333333334,13,0.6153846153846154,110,0.4909090909090909,636,False,,,
1962-02-20 14:47:00,1962.0,1960.0,1,Atlas-D Mercury,LC-14,USA,10750,False,6,0.5,9,0.4444444444444444,111,0.4954954954954955,895,False,,,
1962-02-21 18:44:00,1962.0,1960.0,0,Thor DM-21 Agena-B,SLC-1E (75-3-5),USA,10750,False,22,0.6363636363636364,14,0.7142857142857143,112,0.5,482,False,,,
1962-02-27 19:39:00,1962.0,1960.0,1,Thor DM-21 Agena-B,SLC-1W (75-3-4),USA,10750,False,23,0.6086956521739131,19,0.5263157894736842,113,0.49557522123893805,488,False,,,
1962-03-07 16:06:00,1962.0,1960.0,1,Thor DM-19 Delta,SLC-17A,USA,10750,False,7,0.8571428571428571,14,0.6428571428571429,114,0.5,663,False,,,
1962-03-07 22:10:00,1962.0,1960.0,1,Atlas-LV3 Agena-B,SLC-3E,USA,10750,False,8,0.125,3,0.3333333333333333,115,0.5043478260869565,238,False,,,
1962-03-16 11:59:00,1962.0,1960.0,1,Cosmos-2I (63S1),Mayak-2,Russia,1400,True,2,0.0,2,0.0,2,0.0,139,False,,,
1962-04-06 17:15:00,1962.0,1960.0,1,Cosmos-2I (63S1),Mayak-2,Russia,1400,True,3,0.3333333333333333,3,0.3333333333333333,3,0.3333333333333333,161,False,,,
1962-04-09 15:04:00,1962.0,1960.0,1,Atlas-LV3 Agena-B,SLC-3E,USA,10750,False,9,0.2222222222222222,4,0.5,116,0.5086206896551724,270,False,,,
1962-04-18 00:54:00,1962.0,1960.0,1,Thor DM-21 Agena-B,SLC-1E (75-3-5),USA,10750,False,24,0.625,15,0.6666666666666666,117,0.5128205128205128,538,False,,,
1962-04-23 20:50:00,1962.0,1960.0,1,Atlas-LV3 Agena-B,LC-12,USA,10750,False,10,0.3,5,0.0,118,0.5169491525423728,285,False,,,
1962-04-24 04:00:00,1962.0,1960.0,1,Cosmos-2I (63S1),Mayak-2,Russia,1400,True,4,0.5,4,0.5,4,0.5,178,False,,,
1962-04-26 10:02:00,1962.0,1960.0,1,Vostok,Site 1/5,Kazakhstan,4730,True,18,0.5,26,0.5,26,0.5,1311,True,13.8,18.1,0.1
1962-04-26 10:49:00,1962.0,1960.0,0,other,other,USA,10750,False,0,0.9037636969985707,4,0.25,119,0.5210084033613446,0,False,,,
1962-04-26 18:00:00,1962.0,1960.0,1,Thor DM-19 Delta,SLC-17A,USA,10750,False,8,0.875,15,0.6666666666666666,120,0.5166666666666667,713,False,,,
1962-04-26 18:56:00,1962.0,1960.0,1,Atlas-LV3 Agena-B,SLC-3W,USA,10750,False,11,0.36363636363636365,4,0.25,121,0.5206611570247934,288,False,,,
1962-04-29 00:30:00,1962.0,1960.0,1,Thor DM-21 Agena-B,SLC-1W (75-3-4),USA,10750,False,25,0.64,20,0.55,122,0.5245901639344263,549,False,,,
1962-05-08 19:49:00,1962.0,1960.0,0,other,SLC-36A,USA,10750,False,0,0.9037636969985707,0,0.9037636969985707,123,0.5284552845528455,0,False,,,
1962-05-10 12:06:00,1962.0,1960.0,0,Thor-DM21 Ablestar,SLC-17B,USA,10750,False,9,0.6666666666666666,9,0.6666666666666666,124,0.5241935483870968,757,False,,,
1962-05-15 19:36:00,1962.0,1960.0,1,Thor DM-21 Agena-B,SLC-1E (75-3-5),USA,10750,False,26,0.6538461538461539,16,0.6875,125,0.52,565,False,,,
1962-05-24 12:45:00,1962.0,1960.0,1,Atlas-D Mercury,LC-14,USA,10750,False,7,0.5714285714285714,10,0.5,126,0.5238095238095238,988,False,,,
